* Source file = tweeter no filter.pir
* Impulse length = 65536
* Sample rate = 48000
* Scale type = Pa
* Left window = 0 ms, Rectangular
* Reference time = 2,5 ms
* Right window = 5,021 ms, Tukey 0.25
* FFT length = 32768
* Smoothing = None
* Calibration = MM1CDU_allein_00d.txt
* Scale = 0.0 dB
* (fixture: every 8th point of the ARTA export, KOAN test-filter session 15 Aug 2026)
Freq[Hz]     dBSPL  Phase[Deg]
5058.105   141.381   -43.643
5069.824   141.347   -45.642
5081.543   141.314   -47.582
5093.262   141.285   -49.473
5104.980   141.262   -51.324
5116.699   141.246   -53.150
5128.418   141.236   -54.964
5140.137   141.234   -56.779
5151.855   141.238   -58.607
5163.574   141.247   -60.459
5175.293   141.261   -62.341
5187.012   141.277   -64.258
5198.730   141.294   -66.211
5210.449   141.310   -68.199
5222.168   141.326   -70.220
5233.887   141.339   -72.268
5245.605   141.349   -74.338
5257.324   141.356   -76.425
5269.043   141.359   -78.523
5280.762   141.359   -80.627
5292.480   141.356   -82.734
5304.199   141.350   -84.842
5315.918   141.342   -86.947
5327.637   141.331   -89.051
5339.355   141.319   -91.153
5351.074   141.305   -93.253
5362.793   141.288   -95.353
5374.512   141.270   -97.452
5386.230   141.250   -99.551
5397.949   141.227  -101.648
5409.668   141.202  -103.742
5421.387   141.173  -105.829
5433.105   141.141  -107.905
5444.824   141.107  -109.966
5456.543   141.069  -112.007
5468.262   141.029  -114.022
5479.980   140.987  -116.007
5491.699   140.945  -117.958
5503.418   140.903  -119.874
5515.137   140.862  -121.753
5526.855   140.824  -123.597
5538.574   140.791  -125.411
5550.293   140.763  -127.200
5562.012   140.741  -128.974
5573.730   140.726  -130.742
5585.449   140.719  -132.516
5597.168   140.718  -134.306
5608.887   140.724  -136.125
5620.605   140.735  -137.981
5632.324   140.750  -139.883
5644.043   140.768  -141.836
5655.762   140.786  -143.844
5667.480   140.802  -145.907
5679.199   140.816  -148.022
5690.918   140.825  -150.186
5702.637   140.828  -152.391
5714.355   140.823  -154.628
5726.074   140.810  -156.889
5737.793   140.787  -159.161
5749.512   140.756  -161.434
5761.230   140.715  -163.697
5772.949   140.666  -165.938
5784.668   140.608  -168.147
5796.387   140.543  -170.316
5808.105   140.473  -172.435
5819.824   140.397  -174.500
5831.543   140.319  -176.506
5843.262   140.239  -178.451
5854.980   140.159   179.664
5866.699   140.081   177.839
5878.418   140.007   176.068
5890.137   139.936   174.345
5901.855   139.872   172.664
5913.574   139.813   171.015
5925.293   139.762   169.391
5937.012   139.718   167.781
5948.730   139.680   166.178
5960.449   139.649   164.575
5972.168   139.623   162.965
5983.887   139.602   161.343
5995.605   139.585   159.708
6007.324   139.571   158.056
6019.043   139.561   156.389
6030.762   139.552   154.707
6042.480   139.544   153.012
6054.199   139.537   151.308
6065.918   139.531   149.596
6077.637   139.526   147.881
6089.355   139.521   146.163
6101.074   139.518   144.446
6112.793   139.517   142.729
